slip,seed,task_id,task_type,method,success,steps,replans,why,shortest_in_model,learned_states
0.05,2303,19,all_of,linear_empirical,True,17,1,success,17,94
0.05,2303,19,all_of,shortest,True,17,1,success,17,94
0.05,2303,19,all_of,expected,True,17,1,success,17,94
0.05,2303,20,condition_then,linear,True,7,1,success,5,94
0.05,2303,20,condition_then,linear_empirical,True,7,1,success,5,94
0.05,2303,20,condition_then,shortest,True,7,1,success,5,94
0.05,2303,20,condition_then,expected,True,7,1,success,5,94
0.05,2303,21,sequence,linear,True,19,1,success,19,94
0.05,2303,21,sequence,linear_empirical,True,19,1,success,19,94
0.05,2303,21,sequence,shortest,True,19,1,success,19,94
0.05,2303,21,sequence,expected,True,19,1,success,19,94
0.05,2303,22,all_of,linear,True,19,1,success,21,94
0.05,2303,22,all_of,linear_empirical,True,19,1,success,21,94
0.05,2303,22,all_of,shortest,True,19,1,success,21,94
0.05,2303,22,all_of,expected,True,19,1,success,21,94
0.05,2303,23,condition_then,linear,True,16,1,success,14,94
0.05,2303,23,condition_then,linear_empirical,True,16,1,success,14,94
0.05,2303,23,condition_then,shortest,True,16,1,success,14,94
0.05,2303,23,condition_then,expected,True,16,1,success,14,94
0.05,2303,24,sequence,linear,True,20,1,success,20,94
0.05,2303,24,sequence,linear_empirical,True,20,1,success,20,94
0.05,2303,24,sequence,shortest,True,20,1,success,20,94
0.05,2303,24,sequence,expected,True,20,1,success,20,94
0.05,2303,25,all_of,linear,True,23,1,success,14,94
0.05,2303,25,all_of,linear_empirical,True,23,1,success,14,94
0.05,2303,25,all_of,shortest,True,18,1,success,14,94
0.05,2303,25,all_of,expected,True,18,1,success,14,94
0.05,2303,26,condition_then,linear,True,19,1,success,17,94
0.05,2303,26,condition_then,linear_empirical,True,19,1,success,17,94
0.05,2303,26,condition_then,shortest,True,19,1,success,17,94
0.05,2303,26,condition_then,expected,True,19,1,success,17,94
0.05,2303,27,sequence,linear,True,17,1,success,17,94
0.05,2303,27,sequence,linear_empirical,True,17,1,success,17,94
0.05,2303,27,sequence,shortest,True,17,1,success,17,94
0.05,2303,27,sequence,expected,True,17,1,success,17,94
0.05,2303,28,all_of,linear,True,14,1,success,13,94
0.05,2303,28,all_of,linear_empirical,True,14,1,success,13,94
0.05,2303,28,all_of,shortest,True,14,1,success,13,94
0.05,2303,28,all_of,expected,True,14,1,success,13,94
0.05,2303,29,condition_then,linear,True,11,1,success,11,94
0.05,2303,29,condition_then,linear_empirical,True,11,1,success,11,94
0.05,2303,29,condition_then,shortest,True,11,1,success,11,94
0.05,2303,29,condition_then,expected,True,11,1,success,11,94
0.05,2303,30,sequence,linear,True,26,1,success,24,94
0.05,2303,30,sequence,linear_empirical,True,26,1,success,24,94
0.05,2303,30,sequence,shortest,True,24,1,success,24,94
0.05,2303,30,sequence,expected,True,24,1,success,24,94
0.05,2303,31,all_of,linear,True,17,1,success,17,94
0.05,2303,31,all_of,linear_empirical,True,17,1,success,17,94
0.05,2303,31,all_of,shortest,True,17,1,success,17,94
0.05,2303,31,all_of,expected,True,17,1,success,17,94
0.05,2303,32,condition_then,linear,True,11,1,success,11,94
0.05,2303,32,condition_then,linear_empirical,True,11,1,success,11,94
0.05,2303,32,condition_then,shortest,True,11,1,success,11,94
0.05,2303,32,condition_then,expected,True,11,1,success,11,94
0.05,2303,33,sequence,linear,True,21,1,success,21,94
0.05,2303,33,sequence,linear_empirical,True,21,1,success,21,94
0.05,2303,33,sequence,shortest,True,21,1,success,21,94
0.05,2303,33,sequence,expected,True,21,1,success,21,94
0.05,2303,34,all_of,linear,True,16,1,success,16,94
0.05,2303,34,all_of,linear_empirical,True,16,1,success,16,94
0.05,2303,34,all_of,shortest,True,16,1,success,16,94
0.05,2303,34,all_of,expected,True,16,1,success,16,94
0.05,2303,35,condition_then,linear,True,16,1,success,14,94
0.05,2303,35,condition_then,linear_empirical,True,16,1,success,14,94
0.05,2303,35,condition_then,shortest,True,16,1,success,14,94
0.05,2303,35,condition_then,expected,True,16,1,success,14,94
0.05,2303,36,branch,linear,True,7,1,success,7,94
0.05,2303,36,branch,linear_empirical,True,7,1,success,7,94
0.05,2303,36,branch,shortest,True,7,1,success,7,94
0.05,2303,36,branch,expected,True,7,1,success,7,94
0.05,2303,37,branch,linear,True,11,1,success,11,94
0.05,2303,37,branch,linear_empirical,True,11,1,success,11,94
0.05,2303,37,branch,shortest,True,11,1,success,11,94
0.05,2303,37,branch,expected,True,11,1,success,11,94
0.05,2303,38,branch,linear,True,7,1,success,7,94
0.05,2303,38,branch,linear_empirical,True,7,1,success,7,94
0.05,2303,38,branch,shortest,True,7,1,success,7,94
0.05,2303,38,branch,expected,True,7,1,success,7,94
0.05,2303,39,branch,linear,True,8,1,success,6,94
0.05,2303,39,branch,linear_empirical,True,8,1,success,6,94
0.05,2303,39,branch,shortest,True,8,1,success,6,94
0.05,2303,39,branch,expected,True,8,1,success,6,94
0.05,2303,40,branch,linear,True,7,1,success,7,94
0.05,2303,40,branch,linear_empirical,True,7,1,success,7,94
0.05,2303,40,branch,shortest,True,7,1,success,7,94
0.05,2303,40,branch,expected,True,7,1,success,7,94
0.05,2303,41,branch,linear,True,9,1,success,9,94
0.05,2303,41,branch,linear_empirical,True,9,1,success,9,94
0.05,2303,41,branch,shortest,True,9,1,success,9,94
0.05,2303,41,branch,expected,True,9,1,success,9,94
0.05,2303,42,branch,linear,True,8,1,success,8,94
0.05,2303,42,branch,linear_empirical,True,8,1,success,8,94
0.05,2303,42,branch,shortest,True,8,1,success,8,94
0.05,2303,42,branch,expected,True,8,1,success,8,94
0.05,2303,43,branch,linear,True,7,1,success,7,94
0.05,2303,43,branch,linear_empirical,True,11,1,success,7,94
0.05,2303,43,branch,shortest,True,7,1,success,7,94
0.05,2303,43,branch,expected,True,7,1,success,7,94
0.05,2303,44,branch,linear,True,7,1,success,7,94
0.05,2303,44,branch,linear_empirical,True,7,1,success,7,94
0.05,2303,44,branch,shortest,True,7,1,success,7,94
0.05,2303,44,branch,expected,True,7,1,success,7,94
0.05,2303,45,branch,linear,True,10,1,success,10,94
0.05,2303,45,branch,linear_empirical,True,10,1,success,10,94
0.05,2303,45,branch,shortest,True,10,1,success,10,94
0.05,2303,45,branch,expected,True,10,1,success,10,94
0.05,2404,0,sequence,linear,True,23,1,success,22,264
0.05,2404,0,sequence,linear_empirical,True,23,1,success,22,264
0.05,2404,0,sequence,shortest,True,23,1,success,22,264
0.05,2404,0,sequence,expected,True,23,1,success,22,264
0.05,2404,1,all_of,linear,True,23,1,success,23,264
0.05,2404,1,all_of,linear_empirical,True,23,1,success,23,264
0.05,2404,1,all_of,shortest,True,23,1,success,23,264
0.05,2404,1,all_of,expected,True,23,1,success,23,264
0.05,2404,2,condition_then,linear,True,11,1,success,11,264
0.05,2404,2,condition_then,linear_empirical,True,11,1,success,11,264
0.05,2404,2,condition_then,shortest,True,11,1,success,11,264
0.05,2404,2,condition_then,expected,True,11,1,success,11,264
0.05,2404,3,sequence,linear,True,24,1,success,24,264
0.05,2404,3,sequence,linear_empirical,True,24,1,success,24,264
0.05,2404,3,sequence,shortest,True,24,1,success,24,264
0.05,2404,3,sequence,expected,True,24,1,success,24,264
0.05,2404,4,all_of,linear,True,24,1,success,22,264
0.05,2404,4,all_of,linear_empirical,True,25,1,success,22,264
0.05,2404,4,all_of,shortest,True,23,1,success,22,264
0.05,2404,4,all_of,expected,True,24,1,success,22,264
0.05,2404,5,condition_then,linear,True,9,1,success,9,264
0.05,2404,5,condition_then,linear_empirical,True,9,1,success,9,264
0.05,2404,5,condition_then,shortest,True,9,1,success,9,264
0.05,2404,5,condition_then,expected,True,9,1,success,9,264
0.05,2404,6,sequence,linear,True,23,1,success,23,264
0.05,2404,6,sequence,linear_empirical,True,23,1,success,23,264
0.05,2404,6,sequence,shortest,True,23,1,success,23,264
0.05,2404,6,sequence,expected,True,23,1,success,23,264
0.05,2404,7,all_of,linear,True,16,1,success,16,264
0.05,2404,7,all_of,linear_empirical,True,16,1,success,16,264
0.05,2404,7,all_of,shortest,True,16,1,success,16,264
0.05,2404,7,all_of,expected,True,16,1,success,16,264
0.05,2404,8,condition_then,linear,True,15,1,success,13,264
0.05,2404,8,condition_then,linear_empirical,True,15,1,success,13,264
0.05,2404,8,condition_then,shortest,True,15,1,success,13,264
0.05,2404,8,condition_then,expected,True,15,1,success,13,264
0.05,2404,9,sequence,linear,True,27,1,success,19,264
0.05,2404,9,sequence,linear_empirical,True,27,1,success,19,264
0.05,2404,9,sequence,shortest,True,27,1,success,19,264
0.05,2404,9,sequence,expected,True,27,1,success,19,264
0.05,2404,10,all_of,linear,True,15,1,success,13,264
0.05,2404,10,all_of,linear_empirical,True,13,1,success,13,264
0.05,2404,10,all_of,shortest,True,15,1,success,13,264
0.05,2404,10,all_of,expected,True,15,1,success,13,264
0.05,2404,11,condition_then,linear,True,3,1,success,3,264
0.05,2404,11,condition_then,linear_empirical,True,3,1,success,3,264
0.05,2404,11,condition_then,shortest,True,3,1,success,3,264
0.05,2404,11,condition_then,expected,True,3,1,success,3,264
0.05,2404,12,sequence,linear,True,22,1,success,22,264
0.05,2404,12,sequence,linear_empirical,True,22,1,success,22,264
0.05,2404,12,sequence,shortest,True,22,1,success,22,264
0.05,2404,12,sequence,expected,True,22,1,success,22,264
0.05,2404,13,all_of,linear,True,15,1,success,15,264
0.05,2404,13,all_of,linear_empirical,True,15,1,success,15,264
0.05,2404,13,all_of,shortest,True,15,1,success,15,264
0.05,2404,13,all_of,expected,True,15,1,success,15,264
0.05,2404,14,condition_then,linear,True,20,1,success,18,264
0.05,2404,14,condition_then,linear_empirical,True,20,1,success,18,264
0.05,2404,14,condition_then,shortest,True,28,1,success,18,264
0.05,2404,14,condition_then,expected,True,21,1,success,18,264
0.05,2404,15,sequence,linear,True,20,1,success,20,264
0.05,2404,15,sequence,linear_empirical,True,20,1,success,20,264
0.05,2404,15,sequence,shortest,True,20,1,success,20,264
0.05,2404,15,sequence,expected,True,20,1,success,20,264
0.05,2404,16,all_of,linear,True,30,1,success,19,264
0.05,2404,16,all_of,linear_empirical,True,30,1,success,19,264
0.05,2404,16,all_of,shortest,True,29,1,success,19,264
0.05,2404,16,all_of,expected,True,29,1,success,19,264
0.05,2404,17,condition_then,linear,True,15,1,success,15,264
0.05,2404,17,condition_then,linear_empirical,True,15,1,success,15,264
0.05,2404,17,condition_then,shortest,True,15,1,success,15,264
0.05,2404,17,condition_then,expected,True,15,1,success,15,264
0.05,2404,18,sequence,linear,True,28,1,success,26,264
0.05,2404,18,sequence,linear_empirical,True,28,1,success,26,264
0.05,2404,18,sequence,shortest,True,28,1,success,26,264
0.05,2404,18,sequence,expected,True,28,1,success,26,264
0.05,2404,19,all_of,linear,True,18,1,success,16,264
0.05,2404,19,all_of,linear_empirical,True,18,1,success,16,264
0.05,2404,19,all_of,shortest,True,18,1,success,16,264
0.05,2404,19,all_of,expected,True,18,1,success,16,264
0.05,2404,20,condition_then,linear,True,12,1,success,12,264
0.05,2404,20,condition_then,linear_empirical,True,12,1,success,12,264
0.05,2404,20,condition_then,shortest,True,12,1,success,12,264
0.05,2404,20,condition_then,expected,True,12,1,success,12,264
0.05,2404,21,sequence,linear,True,24,1,success,22,264
0.05,2404,21,sequence,linear_empirical,True,24,1,success,22,264
0.05,2404,21,sequence,shortest,True,30,1,success,22,264
0.05,2404,21,sequence,expected,True,24,1,success,22,264
0.05,2404,22,all_of,linear,True,20,1,success,20,264
0.05,2404,22,all_of,linear_empirical,True,20,1,success,20,264
0.05,2404,22,all_of,shortest,True,20,1,success,20,264
0.05,2404,22,all_of,expected,True,20,1,success,20,264
0.05,2404,23,condition_then,linear,True,9,1,success,9,264
0.05,2404,23,condition_then,linear_empirical,True,9,1,success,9,264
0.05,2404,23,condition_then,shortest,True,9,1,success,9,264
0.05,2404,23,condition_then,expected,True,9,1,success,9,264
0.05,2404,24,sequence,linear,True,22,1,success,22,264
0.05,2404,24,sequence,linear_empirical,True,22,1,success,22,264
0.05,2404,24,sequence,shortest,True,22,1,success,22,264
0.05,2404,24,sequence,expected,True,22,1,success,22,264
0.05,2404,25,all_of,linear,True,24,1,success,23,264
0.05,2404,25,all_of,linear_empirical,True,24,1,success,23,264
0.05,2404,25,all_of,shortest,True,24,1,success,23,264
0.05,2404,25,all_of,expected,True,25,1,success,23,264
0.05,2404,26,condition_then,linear,True,18,1,success,18,264
0.05,2404,26,condition_then,linear_empirical,True,18,1,success,18,264
0.05,2404,26,condition_then,shortest,True,18,1,success,18,264
0.05,2404,26,condition_then,expected,True,18,1,success,18,264
0.05,2404,27,sequence,linear,True,22,1,success,22,264
0.05,2404,27,sequence,linear_empirical,True,22,1,success,22,264
0.05,2404,27,sequence,shortest,True,22,1,success,22,264
0.05,2404,27,sequence,expected,True,22,1,success,22,264
0.05,2404,28,all_of,linear,True,17,1,success,15,264
0.05,2404,28,all_of,linear_empirical,True,17,1,success,15,264
0.05,2404,28,all_of,shortest,True,15,1,success,15,264
0.05,2404,28,all_of,expected,True,15,1,success,15,264
0.05,2404,29,condition_then,linear,True,10,1,success,10,264
0.05,2404,29,condition_then,linear_empirical,True,10,1,success,10,264
0.05,2404,29,condition_then,shortest,True,10,1,success,10,264
0.05,2404,29,condition_then,expected,True,10,1,success,10,264
0.05,2404,30,sequence,linear,True,23,1,success,23,264
0.05,2404,30,sequence,linear_empirical,True,23,1,success,23,264
0.05,2404,30,sequence,shortest,True,27,1,success,23,264
0.05,2404,30,sequence,expected,True,23,1,success,23,264
0.05,2404,31,all_of,linear,True,24,1,success,21,264
0.05,2404,31,all_of,linear_empirical,True,24,1,success,21,264
0.05,2404,31,all_of,shortest,True,22,1,success,21,264
0.05,2404,31,all_of,expected,True,23,1,success,21,264
0.05,2404,32,condition_then,linear,True,13,1,success,12,264
0.05,2404,32,condition_then,linear_empirical,True,12,1,success,12,264
0.05,2404,32,condition_then,shortest,True,18,1,success,12,264
0.05,2404,32,condition_then,expected,True,18,1,success,12,264
0.05,2404,33,sequence,linear,True,24,1,success,24,264
0.05,2404,33,sequence,linear_empirical,True,24,1,success,24,264
0.05,2404,33,sequence,shortest,True,24,1,success,24,264
0.05,2404,33,sequence,expected,True,24,1,success,24,264
0.05,2404,34,all_of,linear,True,14,1,success,14,264
0.05,2404,34,all_of,linear_empirical,True,14,1,success,14,264
0.05,2404,34,all_of,shortest,True,14,1,success,14,264
0.05,2404,34,all_of,expected,True,14,1,success,14,264
0.05,2404,35,condition_then,linear,True,20,1,success,11,264
0.05,2404,35,condition_then,linear_empirical,True,20,1,success,11,264
0.05,2404,35,condition_then,shortest,True,12,1,success,11,264
0.05,2404,35,condition_then,expected,True,12,1,success,11,264
0.05,2404,36,branch,linear,True,16,1,success,15,264
0.05,2404,36,branch,linear_empirical,True,16,1,success,15,264
0.05,2404,36,branch,shortest,True,15,1,success,15,264
0.05,2404,36,branch,expected,True,15,1,success,15,264
0.05,2404,37,branch,linear,True,14,1,success,10,264
0.05,2404,37,branch,linear_empirical,True,14,1,success,10,264
0.05,2404,37,branch,shortest,True,14,1,success,10,264
0.05,2404,37,branch,expected,True,14,1,success,10,264
0.05,2404,38,branch,linear,True,8,1,success,8,264
0.05,2404,38,branch,linear_empirical,True,8,1,success,8,264
0.05,2404,38,branch,shortest,True,8,1,success,8,264
0.05,2404,38,branch,expected,True,8,1,success,8,264
0.05,2404,39,branch,linear,True,14,1,success,12,264
0.05,2404,39,branch,linear_empirical,True,14,1,success,12,264
0.05,2404,39,branch,shortest,True,14,1,success,12,264
0.05,2404,39,branch,expected,True,14,1,success,12,264
0.05,2404,40,branch,linear,True,9,1,success,9,264
0.05,2404,40,branch,linear_empirical,True,9,1,success,9,264
0.05,2404,40,branch,shortest,True,9,1,success,9,264
0.05,2404,40,branch,expected,True,9,1,success,9,264
0.05,2404,41,branch,linear,True,9,1,success,9,264
0.05,2404,41,branch,linear_empirical,True,9,1,success,9,264
0.05,2404,41,branch,shortest,True,9,1,success,9,264
0.05,2404,41,branch,expected,True,9,1,success,9,264
0.05,2404,42,branch,linear,True,16,1,success,15,264
0.05,2404,42,branch,linear_empirical,True,16,1,success,15,264
0.05,2404,42,branch,shortest,True,22,1,success,15,264
0.05,2404,42,branch,expected,True,16,1,success,15,264
0.05,2404,43,branch,linear,True,9,1,success,9,264
0.05,2404,43,branch,linear_empirical,True,9,1,success,9,264
0.05,2404,43,branch,shortest,True,9,1,success,9,264
0.05,2404,43,branch,expected,True,9,1,success,9,264
0.05,2404,44,branch,linear,True,10,1,success,10,264
0.05,2404,44,branch,linear_empirical,True,10,1,success,10,264
0.05,2404,44,branch,shortest,True,10,1,success,10,264
0.05,2404,44,branch,expected,True,10,1,success,10,264
0.05,2404,45,branch,linear,True,7,1,success,7,264
0.05,2404,45,branch,linear_empirical,True,7,1,success,7,264
0.05,2404,45,branch,shortest,True,7,1,success,7,264
0.05,2404,45,branch,expected,True,7,1,success,7,264
0.05,2505,0,sequence,linear,True,18,1,success,18,297
0.05,2505,0,sequence,linear_empirical,True,18,1,success,18,297
0.05,2505,0,sequence,shortest,True,18,1,success,18,297
0.05,2505,0,sequence,expected,True,18,1,success,18,297
0.05,2505,1,all_of,linear,True,18,1,success,16,297
0.05,2505,1,all_of,linear_empirical,True,18,1,success,16,297
0.05,2505,1,all_of,shortest,True,18,1,success,16,297
0.05,2505,1,all_of,expected,True,18,1,success,16,297
0.05,2505,2,condition_then,linear,True,16,1,success,16,297
0.05,2505,2,condition_then,linear_empirical,True,16,1,success,16,297
0.05,2505,2,condition_then,shortest,True,16,1,success,16,297
0.05,2505,2,condition_then,expected,True,16,1,success,16,297
0.05,2505,3,sequence,linear,True,25,1,success,25,297
0.05,2505,3,sequence,linear_empirical,True,25,1,success,25,297
0.05,2505,3,sequence,shortest,True,25,1,success,25,297
0.05,2505,3,sequence,expected,True,25,1,success,25,297
0.05,2505,4,all_of,linear,True,19,1,success,17,297
0.05,2505,4,all_of,linear_empirical,True,19,1,success,17,297
0.05,2505,4,all_of,shortest,True,19,1,success,17,297
0.05,2505,4,all_of,expected,True,19,1,success,17,297
0.05,2505,5,condition_then,linear,True,13,1,success,9,297
