slip,seed,task_id,task_type,planner,replicate,success,steps,exploration_steps,states_added,model_changes,builds,failure_reason,seconds
0.1,2404,1,all_of,linear,1,True,26,0,0,0,1,success,0.054
0.1,2404,1,all_of,shortest,1,True,26,0,0,0,1,success,0.048
0.1,2404,1,all_of,linear,2,True,26,0,0,0,1,success,0.08
0.1,2404,1,all_of,shortest,2,True,32,0,0,0,1,success,0.07
0.1,2404,1,all_of,linear,3,True,26,0,0,0,1,success,0.083
0.1,2404,1,all_of,shortest,3,True,26,0,0,0,1,success,0.046
0.1,2404,2,condition_then,linear,1,True,16,0,0,0,1,success,0.016
0.1,2404,2,condition_then,shortest,1,True,16,0,0,0,1,success,0.017
0.1,2404,2,condition_then,linear,2,True,16,0,0,0,1,success,0.027
0.1,2404,2,condition_then,shortest,2,True,22,0,0,0,1,success,0.016
0.1,2404,2,condition_then,linear,3,True,16,0,0,0,1,success,0.052
0.1,2404,2,condition_then,shortest,3,True,22,0,0,0,1,success,0.024
0.1,2404,3,sequence,linear,1,True,22,0,0,0,1,success,0.051
0.1,2404,3,sequence,shortest,1,True,28,0,0,0,1,success,0.029
0.1,2404,3,sequence,linear,2,True,22,0,0,0,1,success,0.043
0.1,2404,3,sequence,shortest,2,True,22,0,0,0,1,success,0.032
0.1,2404,3,sequence,linear,3,True,26,0,0,0,1,success,0.047
0.1,2404,3,sequence,shortest,3,True,30,0,0,0,1,success,0.028
0.1,2404,4,all_of,linear,1,True,17,0,0,0,1,success,0.096
0.1,2404,4,all_of,shortest,1,True,17,0,0,0,1,success,0.067
0.1,2404,4,all_of,linear,2,True,21,0,0,0,1,success,0.085
0.1,2404,4,all_of,shortest,2,True,21,0,0,0,1,success,0.056
0.1,2404,4,all_of,linear,3,True,15,0,0,0,1,success,0.076
0.1,2404,4,all_of,shortest,3,True,16,0,0,0,1,success,0.042
0.1,2404,5,condition_then,linear,1,True,9,0,0,0,1,success,0.02
0.1,2404,5,condition_then,shortest,1,True,9,0,0,0,1,success,0.014
0.1,2404,5,condition_then,linear,2,True,9,0,0,0,1,success,0.027
0.1,2404,5,condition_then,shortest,2,True,9,0,0,0,1,success,0.018
0.1,2404,5,condition_then,linear,3,True,9,0,0,0,1,success,0.027
0.1,2404,5,condition_then,shortest,3,True,9,0,0,0,1,success,0.02
0.1,2404,6,sequence,linear,1,True,22,0,0,0,1,success,0.04
0.1,2404,6,sequence,shortest,1,True,22,0,0,0,1,success,0.021
0.1,2404,6,sequence,linear,2,True,20,0,0,0,1,success,0.042
0.1,2404,6,sequence,shortest,2,True,20,0,0,0,1,success,0.02
0.1,2404,6,sequence,linear,3,True,28,0,0,0,1,success,0.034
0.1,2404,6,sequence,shortest,3,True,28,0,0,0,1,success,0.024
0.1,2404,7,all_of,linear,1,True,23,0,0,0,1,success,0.062
0.1,2404,7,all_of,shortest,1,True,23,0,0,0,1,success,0.048
0.1,2404,7,all_of,linear,2,True,21,0,0,0,1,success,0.051
0.1,2404,7,all_of,shortest,2,True,21,0,0,0,1,success,0.034
0.1,2404,7,all_of,linear,3,True,28,0,0,0,1,success,0.061
0.1,2404,7,all_of,shortest,3,True,21,0,0,0,1,success,0.043
0.1,2404,8,condition_then,linear,1,True,13,0,0,0,1,success,0.021
0.1,2404,8,condition_then,shortest,1,True,13,0,0,0,1,success,0.009
0.1,2404,8,condition_then,linear,2,True,13,0,0,0,1,success,0.015
0.1,2404,8,condition_then,shortest,2,True,19,0,0,0,1,success,0.011
0.1,2404,8,condition_then,linear,3,True,13,0,0,0,1,success,0.021
0.1,2404,8,condition_then,shortest,3,True,13,0,0,0,1,success,0.011
0.1,2404,9,sequence,linear,1,True,19,0,0,0,1,success,0.028
0.1,2404,9,sequence,shortest,1,True,19,0,0,0,1,success,0.017
0.1,2404,9,sequence,linear,2,True,19,0,0,0,1,success,0.023
0.1,2404,9,sequence,shortest,2,True,19,0,0,0,1,success,0.014
0.1,2404,9,sequence,linear,3,True,19,0,0,0,1,success,0.036
0.1,2404,9,sequence,shortest,3,True,19,0,0,0,1,success,0.018
0.1,2404,10,all_of,linear,1,True,12,0,0,0,1,success,0.044
0.1,2404,10,all_of,shortest,1,True,12,0,0,0,1,success,0.052
0.1,2404,10,all_of,linear,2,True,13,0,0,0,1,success,0.071
0.1,2404,10,all_of,shortest,2,True,16,0,0,0,1,success,0.045
0.1,2404,10,all_of,linear,3,True,12,0,0,0,1,success,0.058
0.1,2404,10,all_of,shortest,3,True,12,0,0,0,1,success,0.053
0.1,2404,11,condition_then,linear,1,True,7,0,0,0,1,success,0.023
0.1,2404,11,condition_then,shortest,1,True,7,0,0,0,1,success,0.014
0.1,2404,11,condition_then,linear,2,True,7,0,0,0,1,success,0.019
0.1,2404,11,condition_then,shortest,2,True,7,0,0,0,1,success,0.009
0.1,2404,11,condition_then,linear,3,True,7,0,0,0,1,success,0.015
0.1,2404,11,condition_then,shortest,3,True,7,0,0,0,1,success,0.016
0.1,2404,12,sequence,linear,1,True,19,0,0,0,1,success,0.028
0.1,2404,12,sequence,shortest,1,True,19,0,0,0,1,success,0.029
0.1,2404,12,sequence,linear,2,True,21,0,0,0,1,success,0.044
0.1,2404,12,sequence,shortest,2,True,21,0,0,0,1,success,0.02
0.1,2404,12,sequence,linear,3,True,29,0,0,0,1,success,0.031
0.1,2404,12,sequence,shortest,3,True,29,0,0,0,1,success,0.023
0.1,2404,13,all_of,linear,1,True,23,0,0,0,1,success,0.089
0.1,2404,13,all_of,shortest,1,True,20,0,0,0,1,success,0.062
0.1,2404,13,all_of,linear,2,True,24,0,0,0,1,success,0.07
0.1,2404,13,all_of,shortest,2,True,30,0,0,0,1,success,0.057
0.1,2404,13,all_of,linear,3,True,20,0,0,0,1,success,0.071
0.1,2404,13,all_of,shortest,3,True,18,0,0,0,1,success,0.048
0.1,2404,14,condition_then,linear,1,True,14,0,0,0,1,success,0.018
0.1,2404,14,condition_then,shortest,1,True,18,0,0,0,1,success,0.014
0.1,2404,14,condition_then,linear,2,True,14,0,0,0,1,success,0.025
0.1,2404,14,condition_then,shortest,2,True,12,0,0,0,1,success,0.007
0.1,2404,14,condition_then,linear,3,True,12,0,0,0,1,success,0.021
0.1,2404,14,condition_then,shortest,3,True,18,0,0,0,1,success,0.014
0.1,2404,15,sequence,linear,1,True,23,0,0,0,1,success,0.046
0.1,2404,15,sequence,shortest,1,True,23,0,0,0,1,success,0.032
0.1,2404,15,sequence,linear,2,True,23,0,0,0,1,success,0.037
0.1,2404,15,sequence,shortest,2,True,23,0,0,0,1,success,0.02
0.1,2404,15,sequence,linear,3,True,25,0,0,0,1,success,0.031
0.1,2404,15,sequence,shortest,3,True,25,0,0,0,1,success,0.025
0.1,2404,16,all_of,linear,1,True,19,0,0,0,1,success,0.088
0.1,2404,16,all_of,shortest,1,True,19,0,0,0,1,success,0.047
0.1,2404,16,all_of,linear,2,True,19,0,0,0,1,success,0.059
0.1,2404,16,all_of,shortest,2,True,23,0,0,0,1,success,0.048
0.1,2404,16,all_of,linear,3,True,24,0,0,0,1,success,0.063
0.1,2404,16,all_of,shortest,3,True,19,0,0,0,1,success,0.046
0.1,2404,17,condition_then,linear,1,True,13,0,0,0,1,success,0.029
0.1,2404,17,condition_then,shortest,1,True,14,0,0,0,1,success,0.013
0.1,2404,17,condition_then,linear,2,True,10,0,0,0,1,success,0.017
0.1,2404,17,condition_then,shortest,2,True,11,0,0,0,1,success,0.017
0.1,2404,17,condition_then,linear,3,True,10,0,0,0,1,success,0.025
0.1,2404,17,condition_then,shortest,3,True,10,0,0,0,1,success,0.015
0.1,2404,18,sequence,linear,1,True,21,0,0,0,1,success,0.024
0.1,2404,18,sequence,shortest,1,True,21,0,0,0,1,success,0.022
0.1,2404,18,sequence,linear,2,True,19,0,0,0,1,success,0.039
0.1,2404,18,sequence,shortest,2,True,19,0,0,0,1,success,0.03
0.1,2404,18,sequence,linear,3,True,19,0,0,0,1,success,0.044
0.1,2404,18,sequence,shortest,3,True,19,0,0,0,1,success,0.03
0.1,2404,19,all_of,linear,1,True,17,0,0,0,1,success,0.094
0.1,2404,19,all_of,shortest,1,True,17,0,0,0,1,success,0.07
0.1,2404,19,all_of,linear,2,True,19,0,0,0,1,success,0.084
0.1,2404,19,all_of,shortest,2,True,18,0,0,0,1,success,0.057
0.1,2404,19,all_of,linear,3,True,19,0,0,0,1,success,0.062
0.1,2404,19,all_of,shortest,3,True,19,0,0,0,1,success,0.06
0.1,2404,20,condition_then,linear,1,True,4,0,0,0,1,success,0.026
0.1,2404,20,condition_then,shortest,1,True,4,0,0,0,1,success,0.013
0.1,2404,20,condition_then,linear,2,True,4,0,0,0,1,success,0.023
0.1,2404,20,condition_then,shortest,2,True,4,0,0,0,1,success,0.018
0.1,2404,20,condition_then,linear,3,True,4,0,0,0,1,success,0.028
0.1,2404,20,condition_then,shortest,3,True,4,0,0,0,1,success,0.014
0.1,2404,21,sequence,linear,1,True,25,0,0,0,1,success,0.031
0.1,2404,21,sequence,shortest,1,True,25,0,0,0,1,success,0.022
0.1,2404,21,sequence,linear,2,True,23,0,0,0,1,success,0.045
0.1,2404,21,sequence,shortest,2,True,23,0,0,0,1,success,0.023
0.1,2404,21,sequence,linear,3,True,39,0,0,0,1,success,0.042
0.1,2404,21,sequence,shortest,3,True,33,0,0,0,1,success,0.017
0.1,2404,22,all_of,linear,1,True,34,0,0,0,1,success,0.074
0.1,2404,22,all_of,shortest,1,True,32,0,0,0,1,success,0.039
0.1,2404,22,all_of,linear,2,True,27,0,0,0,1,success,0.093
0.1,2404,22,all_of,shortest,2,True,27,0,0,0,1,success,0.055
0.1,2404,22,all_of,linear,3,True,30,0,0,0,1,success,0.076
0.1,2404,22,all_of,shortest,3,True,30,0,0,0,1,success,0.04
0.1,2404,23,condition_then,linear,1,True,6,0,0,0,1,success,0.024
0.1,2404,23,condition_then,shortest,1,True,6,0,0,0,1,success,0.014
0.1,2404,23,condition_then,linear,2,True,6,0,0,0,1,success,0.017
0.1,2404,23,condition_then,shortest,2,True,20,0,0,0,1,success,0.013
0.1,2404,23,condition_then,linear,3,True,7,0,0,0,1,success,0.016
0.1,2404,23,condition_then,shortest,3,True,6,0,0,0,1,success,0.008
0.1,2404,24,sequence,linear,1,True,31,0,0,0,1,success,0.034
0.1,2404,24,sequence,shortest,1,True,31,0,0,0,1,success,0.014
0.1,2404,24,sequence,linear,2,True,27,0,0,0,1,success,0.036
0.1,2404,24,sequence,shortest,2,True,29,0,0,0,1,success,0.022
0.1,2404,24,sequence,linear,3,True,29,0,0,0,1,success,0.04
0.1,2404,24,sequence,shortest,3,True,29,0,0,0,1,success,0.026
0.1,2404,25,all_of,linear,1,True,23,0,0,0,1,success,0.054
0.1,2404,25,all_of,shortest,1,True,24,0,0,0,1,success,0.062
0.1,2404,25,all_of,linear,2,True,17,0,0,0,1,success,0.098
0.1,2404,25,all_of,shortest,2,True,17,0,0,0,1,success,0.086
0.1,2404,25,all_of,linear,3,True,19,0,0,0,1,success,0.09
0.1,2404,25,all_of,shortest,3,True,19,0,0,0,1,success,0.064
0.1,2404,26,condition_then,linear,1,True,11,0,0,0,1,success,0.028
0.1,2404,26,condition_then,shortest,1,True,11,0,0,0,1,success,0.02
0.1,2404,26,condition_then,linear,2,True,11,0,0,0,1,success,0.018
0.1,2404,26,condition_then,shortest,2,True,11,0,0,0,1,success,0.011
0.1,2404,26,condition_then,linear,3,True,11,0,0,0,1,success,0.018
0.1,2404,26,condition_then,shortest,3,True,11,0,0,0,1,success,0.019
0.1,2404,27,sequence,linear,1,True,20,0,0,0,1,success,0.029
0.1,2404,27,sequence,shortest,1,True,20,0,0,0,1,success,0.019
0.1,2404,27,sequence,linear,2,True,26,0,0,0,1,success,0.022
0.1,2404,27,sequence,shortest,2,True,26,0,0,0,1,success,0.013
0.1,2404,27,sequence,linear,3,True,18,0,0,0,1,success,0.023
0.1,2404,27,sequence,shortest,3,True,18,0,0,0,1,success,0.025
0.1,2404,28,all_of,linear,1,True,12,0,0,0,1,success,0.044
0.1,2404,28,all_of,shortest,1,True,12,0,0,0,1,success,0.039
0.1,2404,28,all_of,linear,2,True,10,0,0,0,1,success,0.041
0.1,2404,28,all_of,shortest,2,True,10,0,0,0,1,success,0.047
0.1,2404,28,all_of,linear,3,True,11,0,0,0,1,success,0.042
0.1,2404,28,all_of,shortest,3,True,11,0,0,0,1,success,0.061
0.1,2404,29,condition_then,linear,1,True,8,0,0,0,1,success,0.016
0.1,2404,29,condition_then,shortest,1,True,8,0,0,0,1,success,0.013
0.1,2404,29,condition_then,linear,2,True,8,0,0,0,1,success,0.018
0.1,2404,29,condition_then,shortest,2,True,8,0,0,0,1,success,0.012
0.1,2404,29,condition_then,linear,3,True,10,0,0,0,1,success,0.021
0.1,2404,29,condition_then,shortest,3,True,10,0,0,0,1,success,0.013
0.1,2404,30,sequence,linear,1,True,22,0,0,0,1,success,0.027
0.1,2404,30,sequence,shortest,1,True,28,0,0,0,1,success,0.018
0.1,2404,30,sequence,linear,2,True,22,0,0,0,1,success,0.018
0.1,2404,30,sequence,shortest,2,True,22,0,0,0,1,success,0.012
0.1,2404,30,sequence,linear,3,True,28,0,0,0,1,success,0.024
0.1,2404,30,sequence,shortest,3,True,29,0,0,0,1,success,0.015
0.1,2404,31,all_of,linear,1,True,35,0,0,0,1,success,0.038
0.1,2404,31,all_of,shortest,1,True,28,0,0,0,1,success,0.038
0.1,2404,31,all_of,linear,2,True,29,0,0,0,1,success,0.04
0.1,2404,31,all_of,shortest,2,True,31,0,0,0,1,success,0.022
0.1,2404,31,all_of,linear,3,True,29,0,0,0,1,success,0.032
0.1,2404,31,all_of,shortest,3,True,29,0,0,0,1,success,0.022
0.1,2404,32,condition_then,linear,1,True,18,0,0,0,1,success,0.009
0.1,2404,32,condition_then,shortest,1,True,24,0,0,0,1,success,0.007
0.1,2404,32,condition_then,linear,2,True,24,0,0,0,1,success,0.01
0.1,2404,32,condition_then,shortest,2,True,25,0,0,0,1,success,0.004
0.1,2404,32,condition_then,linear,3,True,18,0,0,0,1,success,0.011
0.1,2404,32,condition_then,shortest,3,True,24,0,0,0,1,success,0.007
0.1,2404,33,sequence,linear,1,True,24,0,0,0,1,success,0.017
0.1,2404,33,sequence,shortest,1,True,24,0,0,0,1,success,0.019
0.1,2404,33,sequence,linear,2,True,20,0,0,0,1,success,0.016
0.1,2404,33,sequence,shortest,2,True,20,0,0,0,1,success,0.008
0.1,2404,33,sequence,linear,3,True,29,0,0,0,1,success,0.013
0.1,2404,33,sequence,shortest,3,True,29,0,0,0,1,success,0.008
0.1,2404,34,all_of,linear,1,True,21,0,0,0,1,success,0.032
0.1,2404,34,all_of,shortest,1,True,21,0,0,0,1,success,0.027
0.1,2404,34,all_of,linear,2,True,21,0,0,0,1,success,0.03
0.1,2404,34,all_of,shortest,2,True,20,0,0,0,1,success,0.029
0.1,2404,34,all_of,linear,3,True,21,0,0,0,1,success,0.033
0.1,2404,34,all_of,shortest,3,True,21,0,0,0,1,success,0.029
0.1,2404,35,condition_then,linear,1,True,8,0,0,0,1,success,0.011
0.1,2404,35,condition_then,shortest,1,True,8,0,0,0,1,success,0.008
0.1,2404,35,condition_then,linear,2,True,8,0,0,0,1,success,0.012
0.1,2404,35,condition_then,shortest,2,True,8,0,0,0,1,success,0.005
0.1,2404,35,condition_then,linear,3,True,10,0,0,0,1,success,0.012
0.1,2404,35,condition_then,shortest,3,True,10,0,0,0,1,success,0.008
0.1,2404,36,branch,linear,1,True,13,0,0,0,1,success,0.021
0.1,2404,36,branch,shortest,1,True,13,0,0,0,1,success,0.013
0.1,2404,36,branch,linear,2,True,14,0,0,0,1,success,0.018
0.1,2404,36,branch,shortest,2,True,14,0,0,0,1,success,0.01
0.1,2404,36,branch,linear,3,True,15,0,0,0,1,success,0.018
0.1,2404,36,branch,shortest,3,True,15,0,0,0,1,success,0.014
0.1,2404,37,branch,linear,1,True,11,0,0,0,1,success,0.014
0.1,2404,37,branch,shortest,1,True,11,0,0,0,1,success,0.011
0.1,2404,37,branch,linear,2,True,14,0,0,0,1,success,0.02
0.1,2404,37,branch,shortest,2,True,14,0,0,0,1,success,0.008
0.1,2404,37,branch,linear,3,True,13,0,0,0,1,success,0.015
0.1,2404,37,branch,shortest,3,True,13,0,0,0,1,success,0.01
0.1,2404,38,branch,linear,1,True,18,0,0,0,1,success,0.015
0.1,2404,38,branch,shortest,1,True,16,0,0,0,1,success,0.017
0.1,2404,38,branch,linear,2,True,15,0,0,0,1,success,0.018
0.1,2404,38,branch,shortest,2,True,15,0,0,0,1,success,0.011
0.1,2404,38,branch,linear,3,True,12,0,0,0,1,success,0.019
0.1,2404,38,branch,shortest,3,True,12,0,0,0,1,success,0.016
0.1,2404,39,branch,linear,1,True,10,0,0,0,1,success,0.015
0.1,2404,39,branch,shortest,1,True,10,0,0,0,1,success,0.011
0.1,2404,39,branch,linear,2,True,10,0,0,0,1,success,0.016
0.1,2404,39,branch,shortest,2,True,10,0,0,0,1,success,0.012
0.1,2404,39,branch,linear,3,True,12,0,0,0,1,success,0.013
0.1,2404,39,branch,shortest,3,True,12,0,0,0,1,success,0.008
0.1,2404,40,branch,linear,1,True,11,0,0,0,1,success,0.02
0.1,2404,40,branch,shortest,1,True,10,0,0,0,1,success,0.008
0.1,2404,40,branch,linear,2,True,11,0,0,0,1,success,0.021
0.1,2404,40,branch,shortest,2,True,10,0,0,0,1,success,0.014
0.1,2404,40,branch,linear,3,True,10,0,0,0,1,success,0.019
0.1,2404,40,branch,shortest,3,True,10,0,0,0,1,success,0.009
0.1,2404,41,branch,linear,1,True,9,0,0,0,1,success,0.018
0.1,2404,41,branch,shortest,1,True,9,0,0,0,1,success,0.011
0.1,2404,41,branch,linear,2,True,11,0,0,0,1,success,0.017
0.1,2404,41,branch,shortest,2,True,12,0,0,0,1,success,0.011
0.1,2404,41,branch,linear,3,True,13,0,0,0,1,success,0.016
0.1,2404,41,branch,shortest,3,True,13,0,0,0,1,success,0.008
0.1,2404,42,branch,linear,1,True,14,0,0,0,1,success,0.017
0.1,2404,42,branch,shortest,1,True,14,0,0,0,1,success,0.012
0.1,2404,42,branch,linear,2,True,8,0,0,0,1,success,0.015
0.1,2404,42,branch,shortest,2,True,8,0,0,0,1,success,0.009
0.1,2404,42,branch,linear,3,True,8,0,0,0,1,success,0.014
0.1,2404,42,branch,shortest,3,True,8,0,0,0,1,success,0.007
0.1,2404,43,branch,linear,1,True,11,0,0,0,1,success,0.014
0.1,2404,43,branch,shortest,1,True,11,0,0,0,1,success,0.012
0.1,2404,43,branch,linear,2,True,10,0,0,0,1,success,0.016
0.1,2404,43,branch,shortest,2,True,10,0,0,0,1,success,0.012
0.1,2404,43,branch,linear,3,True,18,0,0,0,1,success,0.018
0.1,2404,43,branch,shortest,3,True,18,0,0,0,1,success,0.012
0.1,2404,44,branch,linear,1,True,15,0,0,0,1,success,0.018
0.1,2404,44,branch,shortest,1,True,16,0,0,0,1,success,0.012
0.1,2404,44,branch,linear,2,True,17,0,0,0,1,success,0.017
0.1,2404,44,branch,shortest,2,True,17,0,0,0,1,success,0.012
0.1,2404,44,branch,linear,3,True,16,0,0,0,1,success,0.017
0.1,2404,44,branch,shortest,3,True,23,0,0,0,1,success,0.012
0.1,2404,45,branch,linear,1,True,7,0,0,0,1,success,0.017
0.1,2404,45,branch,shortest,1,True,7,0,0,0,1,success,0.011
0.1,2404,45,branch,linear,2,True,9,0,0,0,1,success,0.017
0.1,2404,45,branch,shortest,2,True,9,0,0,0,1,success,0.012
0.1,2404,45,branch,linear,3,True,7,0,0,0,1,success,0.012
0.1,2404,45,branch,shortest,3,True,7,0,0,0,1,success,0.007
0.2,2404,0,sequence,linear,1,True,25,0,0,0,1,success,0.014
0.2,2404,0,sequence,shortest,1,True,25,0,0,0,1,success,0.01
0.2,2404,0,sequence,linear,2,True,30,0,0,0,1,success,0.01
0.2,2404,0,sequence,shortest,2,True,30,0,0,0,1,success,0.007
0.2,2404,0,sequence,linear,3,True,28,0,0,0,1,success,0.015
0.2,2404,0,sequence,shortest,3,True,30,0,0,0,1,success,0.011
0.2,2404,1,all_of,linear,1,True,25,0,0,0,1,success,0.039
0.2,2404,1,all_of,shortest,1,True,25,0,0,0,1,success,0.026
0.2,2404,1,all_of,linear,2,True,24,0,0,0,1,success,0.036
0.2,2404,1,all_of,shortest,2,True,24,0,0,0,1,success,0.034
0.2,2404,1,all_of,linear,3,True,28,0,0,0,1,success,0.035
0.2,2404,1,all_of,shortest,3,True,28,0,0,0,1,success,0.018
0.2,2404,2,condition_then,linear,1,True,21,0,0,0,1,success,0.007
0.2,2404,2,condition_then,shortest,1,True,22,0,0,0,1,success,0.005
0.2,2404,2,condition_then,linear,2,True,19,0,0,0,1,success,0.011
0.2,2404,2,condition_then,shortest,2,True,22,0,0,0,1,success,0.007
0.2,2404,2,condition_then,linear,3,True,17,0,0,0,1,success,0.011
0.2,2404,2,condition_then,shortest,3,True,23,0,0,0,1,success,0.007
0.2,2404,3,sequence,linear,1,True,22,0,0,0,1,success,0.013
0.2,2404,3,sequence,shortest,1,True,23,0,0,0,1,success,0.01
0.2,2404,3,sequence,linear,2,True,31,0,0,0,1,success,0.017
0.2,2404,3,sequence,shortest,2,True,23,0,0,0,1,success,0.01
0.2,2404,3,sequence,linear,3,True,30,0,0,0,1,success,0.011
0.2,2404,3,sequence,shortest,3,True,46,0,0,0,1,success,0.011
0.2,2404,4,all_of,linear,1,True,25,0,0,0,1,success,0.033
0.2,2404,4,all_of,shortest,1,True,27,0,0,0,1,success,0.016
0.2,2404,4,all_of,linear,2,True,19,0,0,0,1,success,0.024
0.2,2404,4,all_of,shortest,2,True,27,0,0,0,1,success,0.032
0.2,2404,4,all_of,linear,3,True,30,0,0,0,1,success,0.027
0.2,2404,4,all_of,shortest,3,True,30,0,0,0,1,success,0.023
0.2,2404,5,condition_then,linear,1,True,9,0,0,0,1,success,0.011
0.2,2404,5,condition_then,shortest,1,True,9,0,0,0,1,success,0.007
0.2,2404,5,condition_then,linear,2,True,9,0,0,0,1,success,0.01
0.2,2404,5,condition_then,shortest,2,True,9,0,0,0,1,success,0.009
0.2,2404,5,condition_then,linear,3,True,11,0,0,0,1,success,0.012
0.2,2404,5,condition_then,shortest,3,True,17,0,0,0,1,success,0.007
0.2,2404,6,sequence,linear,1,True,28,0,0,0,1,success,0.013
0.2,2404,6,sequence,shortest,1,True,35,0,0,0,1,success,0.011
0.2,2404,6,sequence,linear,2,True,25,0,0,0,1,success,0.014
0.2,2404,6,sequence,shortest,2,True,39,0,0,0,1,success,0.006
0.2,2404,6,sequence,linear,3,True,25,0,0,0,1,success,0.012
0.2,2404,6,sequence,shortest,3,True,41,0,0,0,1,success,0.009
0.2,2404,7,all_of,linear,1,True,21,0,0,1,2,success,0.063
0.2,2404,7,all_of,shortest,1,True,21,0,0,0,1,success,0.022
0.2,2404,7,all_of,linear,2,True,34,0,0,1,2,success,0.076
0.2,2404,7,all_of,shortest,2,True,34,0,0,0,1,success,0.024
0.2,2404,7,all_of,linear,3,True,23,0,0,1,2,success,0.067
0.2,2404,7,all_of,shortest,3,True,23,0,0,0,1,success,0.024
0.2,2404,8,condition_then,linear,1,True,16,0,0,0,1,success,0.008
0.2,2404,8,condition_then,shortest,1,True,17,0,0,0,1,success,0.007
0.2,2404,8,condition_then,linear,2,True,13,0,0,0,1,success,0.009
0.2,2404,8,condition_then,shortest,2,True,16,0,0,0,1,success,0.007
0.2,2404,8,condition_then,linear,3,True,15,0,0,0,1,success,0.013
0.2,2404,8,condition_then,shortest,3,True,23,0,0,1,2,success,0.012
0.2,2404,9,sequence,linear,1,True,19,0,0,0,1,success,0.016
0.2,2404,9,sequence,shortest,1,True,27,0,0,0,1,success,0.009
0.2,2404,9,sequence,linear,2,True,30,0,0,0,1,success,0.015
0.2,2404,9,sequence,shortest,2,True,39,0,0,0,1,success,0.01
0.2,2404,9,sequence,linear,3,True,19,0,0,0,1,success,0.016
0.2,2404,9,sequence,shortest,3,True,20,0,0,0,1,success,0.009
0.2,2404,10,all_of,linear,1,True,30,0,0,0,1,success,0.031
0.2,2404,10,all_of,shortest,1,True,46,0,0,0,1,success,0.022
0.2,2404,10,all_of,linear,2,True,12,0,0,0,1,success,0.023
0.2,2404,10,all_of,shortest,2,True,12,0,0,0,1,success,0.023
0.2,2404,10,all_of,linear,3,True,18,0,0,0,1,success,0.028
0.2,2404,10,all_of,shortest,3,True,18,0,0,0,1,success,0.02
0.2,2404,11,condition_then,linear,1,True,7,0,0,0,1,success,0.006
0.2,2404,11,condition_then,shortest,1,True,7,0,0,0,1,success,0.005
0.2,2404,11,condition_then,linear,2,True,7,0,0,0,1,success,0.006
0.2,2404,11,condition_then,shortest,2,True,7,0,0,0,1,success,0.006
0.2,2404,11,condition_then,linear,3,True,7,0,0,0,1,success,0.006
0.2,2404,11,condition_then,shortest,3,True,7,0,0,0,1,success,0.004
0.2,2404,12,sequence,linear,1,True,27,0,0,0,1,success,0.009
0.2,2404,12,sequence,shortest,1,True,35,0,0,0,1,success,0.006
0.2,2404,12,sequence,linear,2,True,27,0,0,0,1,success,0.01
0.2,2404,12,sequence,shortest,2,True,28,0,0,0,1,success,0.007
0.2,2404,12,sequence,linear,3,True,22,0,0,0,1,success,0.011
0.2,2404,12,sequence,shortest,3,True,26,0,0,0,1,success,0.009
0.2,2404,13,all_of,linear,1,True,20,0,0,0,1,success,0.034
0.2,2404,13,all_of,shortest,1,True,18,0,0,0,1,success,0.022
0.2,2404,13,all_of,linear,2,True,22,0,0,0,1,success,0.036
